indicator,name,description,sources
CRS.R.T.100.B.930,", Grants, Core contributions and pooled programmes and funds, Refugees in Donor Countries",Bilateral Grants Core contributions and pooled programmes and funds Refugees in Donor Countries (Recipient),['CRS']
CRS.R.T.100.B.998,", Grants, Core contributions and pooled programmes and funds, Unallocated / Unspecified",Bilateral Grants Core contributions and pooled programmes and funds Unallocated / Unspecified (Recipient),['CRS']
CRS.R.T.100.C.110,", Grants, Project-type interventions, Education",Bilateral Grants Project-type interventions Education (Recipient),['CRS']
CRS.R.T.100.C.120,", Grants, Project-type interventions, Health",Bilateral Grants Project-type interventions Health (Recipient),['CRS']
CRS.R.T.100.C.130,", Grants, Project-type interventions, Population Policies/Programmes & Reproductive Health",Bilateral Grants Project-type interventions Population Policies/Programmes & Reproductive Health (Recipient),['CRS']
CRS.R.T.100.C.140,", Grants, Project-type interventions, Water Supply & Sanitation",Bilateral Grants Project-type interventions Water Supply & Sanitation (Recipient),['CRS']
CRS.R.T.100.C.150,", Grants, Project-type interventions, Government & Civil Society",Bilateral Grants Project-type interventions Government & Civil Society (Recipient),['CRS']
CRS.R.T.100.C.160,", Grants, Project-type interventions, Other Social Infrastructure & Services",Bilateral Grants Project-type interventions Other Social Infrastructure & Services (Recipient),['CRS']
CRS.R.T.100.C.210,", Grants, Project-type interventions, Transport & Storage",Bilateral Grants Project-type interventions Transport & Storage (Recipient),['CRS']
CRS.R.T.100.C.220,", Grants, Project-type interventions, Communications",Bilateral Grants Project-type interventions Communications (Recipient),['CRS']
CRS.R.T.100.C.230,", Grants, Project-type interventions, Energy",Bilateral Grants Project-type interventions Energy (Recipient),['CRS']
CRS.R.T.100.C.240,", Grants, Project-type interventions, Banking & Financial Services",Bilateral Grants Project-type interventions Banking & Financial Services (Recipient),['CRS']
CRS.R.T.100.C.250,", Grants, Project-type interventions, Business & Other Services",Bilateral Grants Project-type interventions Business & Other Services (Recipient),['CRS']
CRS.R.T.100.C.310,", Grants, Project-type interventions, Agriculture, Forestry, Fishing","Bilateral Grants Project-type interventions Agriculture, Forestry, Fishing (Recipient)",['CRS']
CRS.R.T.100.C.320,", Grants, Project-type interventions, Industry, Mining, Construction","Bilateral Grants Project-type interventions Industry, Mining, Construction (Recipient)",['CRS']
CRS.R.T.100.C.330,", Grants, Project-type interventions, Trade Policies & Regulations",Bilateral Grants Project-type interventions Trade Policies & Regulations (Recipient),['CRS']
CRS.R.T.100.C.410,", Grants, Project-type interventions, General Environment Protection",Bilateral Grants Project-type interventions General Environment Protection (Recipient),['CRS']
CRS.R.T.100.C.430,", Grants, Project-type interventions, Other Multisector",Bilateral Grants Project-type interventions Other Multisector (Recipient),['CRS']
CRS.R.T.100.C.510,", Grants, Project-type interventions, General Budget Support",Bilateral Grants Project-type interventions General Budget Support (Recipient),['CRS']
CRS.R.T.100.C.520,", Grants, Project-type interventions, Development Food Assistance",Bilateral Grants Project-type interventions Development Food Assistance (Recipient),['CRS']
CRS.R.T.100.C.530,", Grants, Project-type interventions, Other Commodity Assistance",Bilateral Grants Project-type interventions Other Commodity Assistance (Recipient),['CRS']
CRS.R.T.100.C.600,", Grants, Project-type interventions, Action Relating to Debt",Bilateral Grants Project-type interventions Action Relating to Debt (Recipient),['CRS']
CRS.R.T.100.C.720,", Grants, Project-type interventions, Emergency Response",Bilateral Grants Project-type interventions Emergency Response (Recipient),['CRS']
CRS.R.T.100.C.730,", Grants, Project-type interventions, Reconstruction Relief & Rehabilitation",Bilateral Grants Project-type interventions Reconstruction Relief & Rehabilitation (Recipient),['CRS']
CRS.R.T.100.C.740,", Grants, Project-type interventions, Disaster Prevention & Preparedness",Bilateral Grants Project-type interventions Disaster Prevention & Preparedness (Recipient),['CRS']
CRS.R.T.100.C.910,", Grants, Project-type interventions, Administrative Costs of Donors",Bilateral Grants Project-type interventions Administrative Costs of Donors (Recipient),['CRS']
CRS.R.T.100.C.930,", Grants, Project-type interventions, Refugees in Donor Countries",Bilateral Grants Project-type interventions Refugees in Donor Countries (Recipient),['CRS']
CRS.R.T.100.C.998,", Grants, Project-type interventions, Unallocated / Unspecified",Bilateral Grants Project-type interventions Unallocated / Unspecified (Recipient),['CRS']
CRS.R.T.100.D.110,", Grants, Experts and other technical assistance, Education",Bilateral Grants Experts and other technical assistance Education (Recipient),['CRS']
CRS.R.T.100.D.120,", Grants, Experts and other technical assistance, Health",Bilateral Grants Experts and other technical assistance Health (Recipient),['CRS']
CRS.R.T.100.D.130,", Grants, Experts and other technical assistance, Population Policies/Programmes & Reproductive Health",Bilateral Grants Experts and other technical assistance Population Policies/Programmes & Reproductive Health (Recipient),['CRS']
CRS.R.T.100.D.140,", Grants, Experts and other technical assistance, Water Supply & Sanitation",Bilateral Grants Experts and other technical assistance Water Supply & Sanitation (Recipient),['CRS']
CRS.R.T.100.D.150,", Grants, Experts and other technical assistance, Government & Civil Society",Bilateral Grants Experts and other technical assistance Government & Civil Society (Recipient),['CRS']
CRS.R.T.100.D.160,", Grants, Experts and other technical assistance, Other Social Infrastructure & Services",Bilateral Grants Experts and other technical assistance Other Social Infrastructure & Services (Recipient),['CRS']
CRS.R.T.100.D.210,", Grants, Experts and other technical assistance, Transport & Storage",Bilateral Grants Experts and other technical assistance Transport & Storage (Recipient),['CRS']
CRS.R.T.100.D.220,", Grants, Experts and other technical assistance, Communications",Bilateral Grants Experts and other technical assistance Communications (Recipient),['CRS']
CRS.R.T.100.D.230,", Grants, Experts and other technical assistance, Energy",Bilateral Grants Experts and other technical assistance Energy (Recipient),['CRS']
CRS.R.T.100.D.240,", Grants, Experts and other technical assistance, Banking & Financial Services",Bilateral Grants Experts and other technical assistance Banking & Financial Services (Recipient),['CRS']
CRS.R.T.100.D.250,", Grants, Experts and other technical assistance, Business & Other Services",Bilateral Grants Experts and other technical assistance Business & Other Services (Recipient),['CRS']
CRS.R.T.100.D.310,", Grants, Experts and other technical assistance, Agriculture, Forestry, Fishing","Bilateral Grants Experts and other technical assistance Agriculture, Forestry, Fishing (Recipient)",['CRS']
CRS.R.T.100.D.320,", Grants, Experts and other technical assistance, Industry, Mining, Construction","Bilateral Grants Experts and other technical assistance Industry, Mining, Construction (Recipient)",['CRS']
CRS.R.T.100.D.330,", Grants, Experts and other technical assistance, Trade Policies & Regulations",Bilateral Grants Experts and other technical assistance Trade Policies & Regulations (Recipient),['CRS']
CRS.R.T.100.D.410,", Grants, Experts and other technical assistance, General Environment Protection",Bilateral Grants Experts and other technical assistance General Environment Protection (Recipient),['CRS']
CRS.R.T.100.D.430,", Grants, Experts and other technical assistance, Other Multisector",Bilateral Grants Experts and other technical assistance Other Multisector (Recipient),['CRS']
